Id,X,Y,Signal,Bincode
397,233,206,50,500.0
398,233,207,90,501.0
399,233,224,74,501.0
400,233,228,74,501.0
401,233,235,74,501.0
402,234,-231,100,502.0
403,234,-226,70,501.0
404,234,-215,20,500.0
405,234,-214,20,500.0
406,234,-213,20,500.0
407,234,-210,20,500.0
408,234,-209,20,500.0
409,234,-157,116,502.0
410,234,-154,116,502.0
411,234,-153,116,502.0
412,234,-131,206,504.0
413,234,-93,166,503.0
414,234,-61,70,501.0
415,234,105,20,500.0
416,234,187,206,504.0
417,234,188,206,504.0
418,234,226,116,502.0
419,234,235,74,501.0
420,235,-272,74,501.0
421,235,-240,100,502.0
422,235,-226,70,501.0
423,235,-142,83,501.0
424,235,-93,166,503.0
425,235,-88,166,503.0
426,235,-63,70,501.0
427,235,-62,70,501.0
428,235,-61,70,501.0
429,235,92,116,502.0
430,235,94,116,502.0
431,235,95,116,502.0
432,235,128,20,500.0
433,235,129,20,500.0
434,235,130,20,500.0
435,235,133,20,500.0
436,235,134,20,500.0
437,235,167,116,502.0
438,235,188,206,504.0
439,235,204,50,500.0
440,235,225,116,502.0
441,235,227,116,502.0
442,235,235,74,501.0
443,235,245,100,502.0
444,236,-239,100,502.0
445,236,-196,50,500.0
446,236,-132,206,504.0
447,236,-131,206,504.0
448,236,-129,206,504.0
449,236,-93,166,503.0
450,236,-90,166,503.0
451,236,-86,166,503.0
452,236,-78,83,501.0
453,236,-53,70,501.0
454,236,-52,70,501.0
455,236,-51,70,501.0
456,236,167,116,502.0
457,236,176,83,501.0
458,236,188,206,504.0
459,236,226,116,502.0
460,236,236,74,501.0
461,236,237,74,501.0
462,236,244,100,502.0
463,237,-238,100,502.0
464,237,-202,243,504.0
465,237,-198,243,504.0
466,237,-197,243,504.0
467,237,-147,116,502.0
468,237,-123,20,500.0
469,237,-93,166,503.0
470,237,-78,83,501.0
471,237,-53,70,501.0
472,237,68,83,501.0
473,237,70,83,501.0
474,237,92,116,502.0
475,237,105,20,500.0
476,237,146,50,500.0
477,237,176,83,501.0
478,237,201,90,501.0
479,237,202,50,500.0
480,237,206,50,500.0
481,237,207,90,501.0
482,237,224,74,501.0
483,237,228,74,501.0
484,237,235,74,501.0
485,238,-237,100,502.0
486,238,-202,50,500.0
487,238,-198,50,500.0
488,238,-197,243,504.0
489,238,-131,206,504.0
490,238,-78,83,501.0
491,238,-70,74,501.0
492,238,-54,70,501.0
493,238,-53,70,501.0
494,238,-8,70,501.0
495,238,92,116,502.0
496,238,105,20,500.0
497,238,176,83,501.0
498,238,177,83,501.0
499,238,178,83,501.0
500,238,179,83,501.0
501,238,186,206,504.0
502,238,201,90,501.0
503,238,202,90,501.0
504,238,206,90,501.0
505,238,207,90,501.0
506,238,223,111,502.0
507,238,229,111,502.0
508,238,235,74,501.0
509,239,-271,243,504.0
510,239,-260,74,501.0
511,239,-254,74,501.0
512,239,-236,100,502.0
513,239,-222,116,502.0
514,239,-149,116,502.0
515,239,-146,116,502.0
516,239,-131,206,504.0
517,239,-90,166,503.0
518,239,-87,166,503.0
519,239,-79,83,501.0
520,239,-78,83,501.0
521,239,-70,74,501.0
522,239,-13,116,502.0
523,239,-9,70,501.0
524,239,-8,70,501.0
525,239,68,83,501.0
526,239,105,20,500.0
527,239,167,116,502.0
528,239,200,50,500.0
529,239,208,50,500.0
530,240,-259,74,501.0
531,240,-255,74,501.0
532,240,-222,116,502.0
533,240,-182,83,501.0
534,240,-181,83,501.0
535,240,-180,83,501.0
536,240,-179,83,501.0
537,240,-147,116,502.0
538,240,-70,74,501.0
539,240,-1,83,501.0
540,240,0,83,501.0
541,240,1,83,501.0
542,240,2,83,501.0
543,240,12,166,503.0
544,240,124,70,501.0
545,240,125,70,501.0
546,240,213,166,503.0
547,241,-257,116,502.0
548,241,-182,83,501.0
549,241,-172,20,500.0
550,241,-171,20,500.0
551,241,-170,20,500.0
552,241,-148,116,502.0
553,241,-145,116,502.0
554,241,-100,50,500.0
555,241,-87,166,503.0
556,241,-86,166,503.0
557,241,-85,166,503.0
558,241,-84,166,503.0
559,241,-13,116,502.0
560,241,2,83,501.0
561,241,12,166,503.0
562,241,17,166,503.0
563,241,63,116,502.0
564,241,148,83,501.0
565,241,150,83,501.0
566,242,-258,116,502.0
567,242,-256,116,502.0
568,242,-245,74,501.0
569,242,-202,50,500.0
570,242,-195,116,502.0
571,242,-182,83,501.0
572,242,-161,74,501.0
573,242,-99,90,501.0
574,242,-98,90,501.0
575,242,2,83,501.0
576,242,12,166,503.0
577,242,15,166,503.0
578,242,19,166,503.0
579,243,-257,116,502.0
580,243,-244,74,501.0
581,243,-202,243,504.0
582,243,-195,116,502.0
583,243,-160,74,501.0
584,243,-99,90,501.0
585,243,-98,50,500.0
586,243,12,166,503.0
587,243,29,83,501.0
588,243,48,70,501.0
589,243,61,116,502.0
590,243,64,116,502.0
591,243,120,83,501.0
592,243,148,83,501.0
593,243,170,166,503.0
594,243,186,206,504.0
595,243,189,206,504.0
596,244,-259,74,501.0
597,244,-255,74,501.0
598,244,-204,50,500.0
599,244,-114,116,502.0
600,244,-91,90,501.0
601,244,-90,50,500.0
602,244,-86,50,500.0
603,244,-85,90,501.0
604,244,29,83,501.0
605,244,48,70,501.0
606,244,63,116,502.0
607,244,120,83,501.0
608,244,172,166,503.0
609,245,-278,70,501.0
610,245,-254,74,501.0
611,245,-243,116,502.0
612,245,-242,116,502.0
613,245,-238,70,501.0
614,245,-197,116,502.0
615,245,-195,116,502.0
616,245,-194,116,502.0
617,245,-159,179,503.0
618,245,-114,116,502.0
619,245,-96,50,500.0
620,245,-91,90,501.0
621,245,-90,90,501.0
622,245,-86,90,501.0
623,245,-85,90,501.0
624,245,15,166,503.0
625,245,18,166,503.0
626,245,26,83,501.0
627,245,27,83,501.0
628,245,28,83,501.0
629,245,29,83,501.0
630,245,48,70,501.0
631,245,65,116,502.0
632,245,89,50,500.0
633,245,120,83,501.0
634,245,135,100,502.0
635,245,143,116,502.0
636,245,213,74,501.0
637,245,219,74,501.0
638,246,-278,70,501.0
639,246,-271,74,501.0
640,246,-265,74,501.0
641,246,-214,116,502.0
642,246,-211,116,502.0
643,246,-185,116,502.0
644,246,-147,116,502.0
645,246,-92,50,500.0
646,246,-84,50,500.0
647,246,-71,83,501.0
648,246,-70,83,501.0
649,246,-69,83,501.0
650,246,87,243,504.0
651,246,88,243,504.0
652,246,136,100,502.0
653,246,197,100,502.0
654,246,214,74,501.0
655,246,218,74,501.0
656,247,-278,70,501.0
657,247,-270,74,501.0
658,247,-266,74,501.0
659,247,-240,70,501.0
660,247,-229,83,501.0
661,247,-228,83,501.0
662,247,-227,83,501.0
663,247,-212,116,502.0
664,247,-197,116,502.0
665,247,-160,74,501.0
666,247,-131,243,504.0
667,247,-130,243,504.0
668,247,-126,243,504.0
669,247,-125,243,504.0
670,247,-116,116,502.0
671,247,-114,116,502.0
672,247,-113,116,502.0
673,247,-99,90,501.0
674,247,-98,50,500.0
675,247,-69,83,501.0
676,247,-11,70,501.0
677,247,-10,70,501.0
678,247,-9,70,501.0
679,247,18,166,503.0
680,247,19,166,503.0
681,247,20,166,503.0
682,247,21,166,503.0
683,247,48,70,501.0
684,247,87,50,500.0
685,247,88,243,504.0
686,247,96,83,501.0
687,247,141,116,502.0
688,247,144,116,502.0
689,247,162,70,501.0
690,247,163,70,501.0
691,247,171,166,503.0
692,247,198,100,502.0
693,247,216,116,502.0
694,248,-268,116,502.0
695,248,-240,70,501.0
696,248,-213,116,502.0
697,248,-210,116,502.0
698,248,-197,116,502.0
699,248,-161,74,501.0
700,248,-132,243,504.0
701,248,-124,243,504.0
702,248,-99,90,501.0
703,248,-98,90,501.0
704,248,-69,83,501.0
705,248,-2,74,501.0
706,248,4,74,501.0
707,248,48,70,501.0
708,248,78,83,501.0
709,248,80,83,501.0
710,248,128,70,501.0
711,248,129,70,501.0
712,248,143,116,502.0
713,248,162,70,501.0
714,248,199,100,502.0
715,248,215,116,502.0
716,248,216,116,502.0
717,248,217,116,502.0
718,249,-278,70,501.0
719,249,-269,116,502.0
720,249,-267,116,502.0
721,249,-240,70,501.0
722,249,-116,116,502.0
723,249,-104,70,501.0
724,249,-100,50,500.0
725,249,-69,83,501.0
726,249,-59,20,500.0
727,249,-23,70,501.0
728,249,-22,70,501.0
729,249,-21,70,501.0
730,249,-20,70,501.0
731,249,-17,70,501.0
732,249,-16,70,501.0
733,249,85,50,500.0
734,249,128,70,501.0
735,249,142,116,502.0
736,249,145,116,502.0
737,249,162,70,501.0
738,249,171,166,503.0
739,249,172,166,503.0
740,249,173,166,503.0
741,249,181,100,502.0
742,249,200,100,502.0
743,249,216,116,502.0
744,250,-278,70,501.0
745,250,-268,116,502.0
746,250,-116,116,502.0
747,250,-104,70,501.0
748,250,-54,74,501.0
749,250,78,83,501.0
750,250,126,70,501.0
751,250,127,70,501.0
752,250,128,70,501.0
753,250,180,100,502.0
754,250,192,70,501.0
755,250,201,100,502.0
756,250,214,74,501.0
757,250,218,74,501.0
758,251,-270,74,501.0
759,251,-266,74,501.0
760,251,-240,70,501.0
761,251,-104,70,501.0
762,251,36,83,501.0
763,251,37,83,501.0
764,251,98,50,500.0
765,251,107,74,501.0
766,251,179,100,502.0
767,251,192,70,501.0
768,252,-271,74,501.0
769,252,-265,74,501.0
770,252,-259,50,500.0
771,252,-240,70,501.0
772,252,-184,100,502.0
773,252,73,116,502.0
774,252,96,243,504.0
775,252,97,243,504.0
776,252,107,74,501.0
777,252,150,74,501.0
778,252,156,74,501.0
779,252,178,100,502.0
780,252,192,70,501.0
781,253,-246,70,501.0
782,253,-245,70,501.0
783,253,-229,50,500.0
784,253,-223,50,500.0
785,253,-185,100,502.0
786,253,-162,100,502.0
787,253,-80,206,504.0
788,253,-79,206,504.0
789,253,13,111,502.0
790,253,28,100,502.0
791,253,34,83,501.0
792,253,96,50,500.0
793,253,97,243,504.0
794,253,107,74,501.0
795,253,151,74,501.0
796,253,155,74,501.0
797,253,177,100,502.0
798,254,-246,70,501.0
799,254,-225,243,504.0
800,254,-224,243,504.0
801,254,-186,100,502.0
802,254,-79,206,504.0
803,254,14,74,501.0
804,254,29,100,502.0
805,254,71,116,502.0
806,254,74,116,502.0
807,254,138,206,504.0
808,254,153,116,502.0
809,254,171,116,502.0
810,255,-281,74,501.0
811,255,-248,70,501.0
812,255,-247,70,501.0
813,255,-246,70,501.0
814,255,-225,50,500.0
815,255,-224,243,504.0
816,255,-187,100,502.0
817,255,-124,116,502.0
818,255,-121,116,502.0
819,255,-120,116,502.0
820,255,-116,116,502.0
821,255,-113,116,502.0
822,255,-79,206,504.0
823,255,-27,116,502.0
824,255,30,100,502.0
825,255,73,116,502.0
826,255,94,50,500.0
827,255,138,206,504.0
828,255,152,116,502.0
829,255,154,116,502.0
830,256,-286,74,501.0
831,256,-282,74,501.0
832,256,-151,74,501.0
833,256,-145,74,501.0
834,256,-67,206,504.0
835,256,-64,206,504.0
836,256,31,100,502.0
837,256,72,116,502.0
838,256,75,116,502.0
839,256,85,100,502.0
840,256,153,116,502.0
841,256,170,116,502.0
842,257,-284,179,503.0
843,257,-218,74,501.0
844,257,-216,74,501.0
845,257,-203,243,504.0
846,257,-174,166,503.0
847,257,-150,74,501.0
848,257,-146,74,501.0
849,257,-81,206,504.0
850,257,-57,70,501.0
851,257,-17,116,502.0
852,257,44,100,502.0
853,257,86,100,502.0
854,257,96,50,500.0
855,257,97,243,504.0
856,257,120,100,502.0
857,257,137,206,504.0
858,257,138,206,504.0
859,257,140,206,504.0
860,257,151,74,501.0
861,257,155,74,501.0
862,257,203,166,503.0
863,258,-285,179,503.0
864,258,-283,179,503.0
865,258,-266,90,501.0
866,258,-265,50,500.0
867,258,-261,50,500.0
868,258,-260,90,501.0
869,258,-240,74,501.0
870,258,-234,74,501.0
871,258,-176,166,503.0
872,258,-172,166,503.0
873,258,-148,179,503.0
874,258,-30,20,500.0
875,258,-29,20,500.0
876,258,87,100,502.0
877,258,96,243,504.0
878,258,97,243,504.0
879,258,108,70,501.0
880,258,109,70,501.0
881,258,150,74,501.0
882,258,156,74,501.0
883,258,162,70,501.0
884,258,163,70,501.0
885,258,203,166,503.0
886,259,-266,90,501.0
887,259,-265,90,501.0
888,259,-261,90,501.0
889,259,-260,90,501.0
890,259,-257,70,501.0
891,259,-239,74,501.0
892,259,-235,74,501.0
893,259,-225,50,500.0
894,259,-224,243,504.0
895,259,-218,74,501.0
896,259,-216,74,501.0
897,259,-149,179,503.0
898,259,-148,179,503.0
899,259,-147,179,503.0
900,259,-83,206,504.0
901,259,17,83,501.0
902,259,42,100,502.0
903,259,88,100,502.0
904,259,98,50,500.0
905,259,108,70,501.0
906,259,138,206,504.0
907,259,170,116,502.0
908,260,-282,74,501.0
909,260,-267,50,500.0
910,260,-257,70,501.0
911,260,-256,70,501.0
912,260,-255,70,501.0
913,260,-237,179,503.0
914,260,-225,243,504.0
915,260,-148,179,503.0
916,260,-92,100,502.0
917,260,-17,116,502.0
918,260,41,100,502.0
919,260,72,90,501.0
920,260,73,90,501.0
921,260,77,90,501.0
922,260,78,90,501.0
923,260,89,100,502.0
924,260,106,70,501.0
925,260,107,70,501.0
926,260,108,70,501.0
927,260,138,206,504.0
928,260,170,116,502.0
929,261,-281,74,501.0
930,261,-274,166,503.0
931,261,-255,70,501.0
932,261,-238,179,503.0
933,261,-237,179,503.0
934,261,-236,179,503.0
935,261,-186,83,501.0
936,261,-185,83,501.0
937,261,-184,83,501.0
938,261,-176,166,503.0
939,261,-173,166,503.0
940,261,-150,74,501.0
941,261,-146,74,501.0
942,261,-140,111,502.0
943,261,-134,111,502.0
944,261,-125,74,501.0
945,261,-119,74,501.0
946,261,-91,100,502.0
947,261,-82,206,504.0
948,261,-17,116,502.0
949,261,-6,70,501.0
950,261,-5,70,501.0
951,261,-4,70,501.0
952,261,-3,70,501.0
953,261,0,70,501.0
954,261,1,70,501.0
955,261,17,83,501.0
956,261,40,100,502.0
957,261,72,90,501.0
958,261,73,50,500.0
959,261,77,50,500.0
960,261,78,90,501.0
961,261,182,83,501.0
962,261,183,83,501.0
963,261,184,83,501.0
964,261,185,83,501.0
965,262,-255,70,501.0
966,262,-237,179,503.0
967,262,-217,116,502.0
968,262,-200,70,501.0
969,262,-199,70,501.0
970,262,-198,70,501.0
971,262,-197,70,501.0
972,262,-194,70,501.0
973,262,-193,70,501.0
974,262,-184,83,501.0
975,262,-151,74,501.0
976,262,-145,74,501.0
977,262,-139,74,501.0
978,262,-135,74,501.0
979,262,-124,74,501.0
980,262,-120,74,501.0
981,262,-90,100,502.0
982,262,-81,206,504.0
983,262,-78,206,504.0
984,262,185,83,501.0
985,263,-239,74,501.0
986,263,-235,74,501.0
987,263,-184,83,501.0
988,263,-173,166,503.0
989,263,-172,166,503.0
990,263,-171,166,503.0
991,263,-170,166,503.0
992,263,-137,116,502.0
993,263,-122,116,502.0
994,263,-104,50,500.0
995,263,-96,50,500.0
996,263,-89,100,502.0
997,263,12,116,502.0
998,263,75,50,500.0
999,263,115,243,504.0
1000,263,185,83,501.0
1001,264,-275,166,503.0
1002,264,-240,74,501.0
1003,264,-234,74,501.0
1004,264,-218,116,502.0
1005,264,-212,20,500.0
1006,264,-211,20,500.0
1007,264,-208,20,500.0
1008,264,-207,20,500.0
1009,264,-206,20,500.0
1010,264,-184,83,501.0
1011,264,-138,116,502.0
1012,264,-136,116,502.0
1013,264,-123,116,502.0
1014,264,-121,116,502.0
1015,264,-103,243,504.0
1016,264,-102,243,504.0
1017,264,-98,243,504.0
1018,264,-97,243,504.0
1019,264,-88,100,502.0
1020,264,-17,116,502.0
1021,264,36,116,502.0
1022,264,116,243,504.0
1023,264,117,243,504.0
1024,265,-137,116,502.0
1025,265,-122,116,502.0
1026,265,7,74,501.0
1027,265,10,116,502.0
1028,265,13,116,502.0
1029,265,20,70,501.0
1030,265,21,70,501.0
1031,265,22,70,501.0
1032,265,23,70,501.0
1033,265,72,90,501.0
1034,265,73,50,500.0
1035,265,77,50,500.0
1036,265,78,90,501.0
1037,265,116,243,504.0
1038,265,117,243,504.0
1039,266,-275,166,503.0
1040,266,-274,166,503.0
1041,266,-273,166,503.0
1042,266,-272,166,503.0
1043,266,-139,74,501.0
1044,266,-135,74,501.0
1045,266,-124,74,501.0
1046,266,-120,74,501.0
1047,266,-79,74,501.0
1048,266,12,116,502.0
1049,266,23,70,501.0
1050,266,72,90,501.0
1051,266,73,90,501.0
1052,266,77,90,501.0
1053,266,78,90,501.0
1054,266,83,83,501.0
1055,266,172,74,501.0
1056,266,178,74,501.0
1057,267,-218,116,502.0
1058,267,-162,166,503.0
1059,267,-140,111,502.0
1060,267,-134,111,502.0
1061,267,-125,74,501.0
1062,267,-119,74,501.0
1063,267,-79,74,501.0
1064,267,-17,116,502.0
1065,267,23,70,501.0
1066,267,71,50,500.0
1067,267,79,50,500.0
1068,267,83,83,501.0
1069,267,93,166,503.0
1070,267,173,74,501.0
1071,267,177,74,501.0
1072,268,-280,116,502.0
1073,268,-265,74,501.0
1074,268,-218,116,502.0
1075,268,-162,166,503.0
1076,268,-79,74,501.0
1077,268,65,50,500.0
1078,268,83,83,501.0
1079,268,91,166,503.0
1080,268,95,166,503.0
1081,268,175,179,503.0
1082,269,-280,116,502.0
1083,269,-264,74,501.0
1084,269,-260,74,501.0
1085,269,-162,166,503.0
1086,269,-102,74,501.0
1087,269,-96,74,501.0
1088,269,-82,74,501.0
1089,269,-81,74,501.0
1090,269,-80,74,501.0
1091,269,-78,74,501.0
1092,269,-77,74,501.0
1093,269,-76,74,501.0
1094,269,63,243,504.0
1095,269,64,243,504.0
1096,269,83,83,501.0
1097,269,110,100,502.0
1098,269,116,243,504.0
1099,269,117,243,504.0
1100,269,174,179,503.0
1101,269,175,179,503.0
1102,269,176,179,503.0
1103,270,-262,179,503.0
1104,270,-174,243,504.0
